candidate_index,A,B,C,D,E,role_pairs,anchors,q_edge_ids,q_sources,q_targets,known_return_cell_slots,known_return_cell_edges
111107,4,9,11,10,7,04_09 09_11 10_11 10_07,23 24 23 24,tuple_edge_920 tuple_edge_2424 tuple_edge_2584 tuple_edge_1760,4:23 9:54 10:23 10:24,9:23 11:24 11:23 7:24,false,false
111111,4,9,11,10,14,04_09 09_11 10_11 10_14,23 24 23 24,tuple_edge_920 tuple_edge_2424 tuple_edge_2584 tuple_edge_2587,4:23 9:54 10:23 10:24,9:23 11:24 11:23 14:24,false,false
111117,4,9,11,12,6,04_09 09_11 12_11 12_06,23 24 23 24,tuple_edge_920 tuple_edge_2424 tuple_edge_2843 tuple_edge_1474,4:23 9:54 12:53 12:24,9:23 11:24 11:23 6:24,false,false
111121,4,9,11,12,13,04_09 09_11 12_11 12_13,23 24 23 24,tuple_edge_920 tuple_edge_2424 tuple_edge_2843 tuple_edge_3071,4:23 9:54 12:53 12:24,9:23 11:24 11:23 13:24,false,false
111200,4,9,12,6,0,04_09 09_12 06_12 06_00,23 24 23 24,tuple_edge_920 tuple_edge_2425 tuple_edge_1472 tuple_edge_851,4:23 9:54 6:23 6:54,9:23 12:24 12:23 0:24,false,false
111201,4,9,12,6,1,04_09 09_12 06_12 06_01,23 24 23 24,tuple_edge_920 tuple_edge_2425 tuple_edge_1472 tuple_edge_3433,4:23 9:54 6:23 6:54,9:23 12:24 12:23 1:24,false,false
111209,4,9,12,6,13,04_09 09_12 06_12 06_13,23 24 23 24,tuple_edge_920 tuple_edge_2425 tuple_edge_1472 tuple_edge_1475,4:23 9:54 6:23 6:24,9:23 12:24 12:23 13:24,false,false
111250,4,9,12,11,7,04_09 09_12 11_12 11_07,23 24 23 24,tuple_edge_920 tuple_edge_2425 tuple_edge_2944 tuple_edge_1761,4:23 9:54 11:53 11:24,9:23 12:24 12:23 7:24,false,false
111252,4,9,12,11,10,04_09 09_12 11_12 11_10,23 24 23 24,tuple_edge_920 tuple_edge_2425 tuple_edge_2944 tuple_edge_2586,4:23 9:54 11:53 11:24,9:23 12:24 12:23 10:24,false,false
111260,4,9,12,13,6,04_09 09_12 13_12 13_06,23 24 23 24,tuple_edge_920 tuple_edge_2425 tuple_edge_3070 tuple_edge_1475,4:23 9:54 13:23 13:24,9:23 12:24 12:23 6:24,false,false
111262,4,9,12,13,8,04_09 09_12 13_12 13_08,23 24 23 24,tuple_edge_920 tuple_edge_2425 tuple_edge_3070 tuple_edge_2040,4:23 9:54 13:23 13:24,9:23 12:24 12:23 8:24,false,false
111265,4,9,12,13,14,04_09 09_12 13_12 13_14,23 24 23 24,tuple_edge_920 tuple_edge_2425 tuple_edge_3070 tuple_edge_3292,4:23 9:54 13:23 13:24,9:23 12:24 12:23 14:24,false,false
120121,5,0,1,2,3,05_00 00_01 02_01 02_03,23 24 23 24,tuple_edge_786 tuple_edge_2239 tuple_edge_3388 tuple_edge_418,5:53 0:54 2:53 2:54,0:23 1:24 1:23 3:24,false,false
120124,5,0,1,2,7,05_00 00_01 02_01 02_07,23 24 23 24,tuple_edge_786 tuple_edge_2239 tuple_edge_3388 tuple_edge_419,5:53 0:54 2:53 2:54,0:23 1:24 1:23 7:24,false,false
120125,5,0,1,2,8,05_00 00_01 02_01 02_08,23 24 23 24,tuple_edge_786 tuple_edge_2239 tuple_edge_3388 tuple_edge_420,5:53 0:54 2:53 2:54,0:23 1:24 1:23 8:24,false,false
120162,5,0,1,6,12,05_00 00_01 06_01 06_12,23 24 23 24,tuple_edge_786 tuple_edge_2239 tuple_edge_3389 tuple_edge_1474,5:53 0:54 6:53 6:24,0:23 1:24 1:23 12:24,false,false
120163,5,0,1,6,13,05_00 00_01 06_01 06_13,23 24 23 24,tuple_edge_786 tuple_edge_2239 tuple_edge_3389 tuple_edge_1475,5:53 0:54 6:53 6:24,0:23 1:24 1:23 13:24,false,false
120165,5,0,1,7,2,05_00 00_01 07_01 07_02,23 24 23 24,tuple_edge_786 tuple_edge_2239 tuple_edge_3390 tuple_edge_266,5:53 0:54 7:53 7:54,0:23 1:24 1:23 2:24,false,false
120171,5,0,1,7,10,05_00 00_01 07_01 07_10,23 24 23 24,tuple_edge_786 tuple_edge_2239 tuple_edge_3390 tuple_edge_1760,5:53 0:54 7:53 7:24,0:23 1:24 1:23 10:24,false,false
120172,5,0,1,7,11,05_00 00_01 07_01 07_11,23 24 23 24,tuple_edge_786 tuple_edge_2239 tuple_edge_3390 tuple_edge_1761,5:53 0:54 7:53 7:24,0:23 1:24 1:23 11:24,false,false
120540,5,0,4,3,2,05_00 00_04 03_04 03_02,23 24 23 24,tuple_edge_786 tuple_edge_2236 tuple_edge_609 tuple_edge_265,5:53 0:54 3:23 3:54,0:23 4:24 4:23 2:24,false,false
120543,5,0,4,3,8,05_00 00_04 03_04 03_08,23 24 23 24,tuple_edge_786 tuple_edge_2236 tuple_edge_609 tuple_edge_766,5:53 0:54 3:23 3:54,0:23 4:24 4:23 8:24,false,false
120544,5,0,4,3,9,05_00 00_04 03_04 03_09,23 24 23 24,tuple_edge_786 tuple_edge_2236 tuple_edge_609 tuple_edge_614,5:53 0:54 3:23 3:24,0:23 4:24 4:23 9:24,false,false
120585,5,0,4,9,3,05_00 00_04 09_04 09_03,23 24 23 24,tuple_edge_786 tuple_edge_2236 tuple_edge_920 tuple_edge_614,5:53 0:54 9:23 9:24,0:23 4:24 4:23 3:24,false,false
120590,5,0,4,9,11,05_00 00_04 09_04 09_11,23 24 23 24,tuple_edge_786 tuple_edge_2236 tuple_edge_920 tuple_edge_2424,5:53 0:54 9:23 9:54,0:23 4:24 4:23 11:24,false,false
120591,5,0,4,9,12,05_00 00_04 09_04 09_12,23 24 23 24,tuple_edge_786 tuple_edge_2236 tuple_edge_920 tuple_edge_2425,5:53 0:54 9:23 9:54,0:23 4:24 4:23 12:24,false,false
120649,5,0,6,1,2,05_00 00_06 01_06 01_02,23 24 23 24,tuple_edge_786 tuple_edge_2238 tuple_edge_74 tuple_edge_76,5:53 0:54 1:53 1:54,0:23 6:24 6:23 2:24,false,false
120652,5,0,6,1,7,05_00 00_06 01_06 01_07,23 24 23 24,tuple_edge_786 tuple_edge_2238 tuple_edge_74 tuple_edge_78,5:53 0:54 1:53 1:54,0:23 6:24 6:23 7:24,false,false
120754,5,0,6,12,9,05_00 00_06 12_06 12_09,23 24 23 24,tuple_edge_786 tuple_edge_2238 tuple_edge_1472 tuple_edge_2309,5:53 0:54 12:23 12:54,0:23 6:24 6:23 9:24,false,false
120756,5,0,6,12,11,05_00 00_06 12_06 12_11,23 24 23 24,tuple_edge_786 tuple_edge_2238 tuple_edge_1472 tuple_edge_2844,5:53 0:54 12:23 12:54,0:23 6:24 6:23 11:24,false,false
120757,5,0,6,12,13,05_00 00_06 12_06 12_13,23 24 23 24,tuple_edge_786 tuple_edge_2238 tuple_edge_1472 tuple_edge_3071,5:53 0:54 12:23 12:24,0:23 6:24 6:23 13:24,false,false
120764,5,0,6,13,8,05_00 00_06 13_06 13_08,23 24 23 24,tuple_edge_786 tuple_edge_2238 tuple_edge_1473 tuple_edge_2040,5:53 0:54 13:23 13:24,0:23 6:24 6:23 8:24,false,false
120768,5,0,6,13,12,05_00 00_06 13_06 13_12,23 24 23 24,tuple_edge_786 tuple_edge_2238 tuple_edge_1473 tuple_edge_3071,5:53 0:54 13:23 13:24,0:23 6:24 6:23 12:24,false,false
120769,5,0,6,13,14,05_00 00_06 13_06 13_14,23 24 23 24,tuple_edge_786 tuple_edge_2238 tuple_edge_1473 tuple_edge_3292,5:53 0:54 13:23 13:24,0:23 6:24 6:23 14:24,false,false
126985,5,4,0,1,2,05_04 04_00 01_00 01_02,23 24 23 24,tuple_edge_919 tuple_edge_849 tuple_edge_783 tuple_edge_76,5:53 4:54 1:53 1:54,4:23 0:24 0:23 2:24,false,false
126987,5,4,0,1,6,05_04 04_00 01_00 01_06,23 24 23 24,tuple_edge_919 tuple_edge_849 tuple_edge_783 tuple_edge_77,5:53 4:54 1:53 1:54,4:23 0:24 0:23 6:24,false,false
126988,5,4,0,1,7,05_04 04_00 01_00 01_07,23 24 23 24,tuple_edge_919 tuple_edge_849 tuple_edge_783 tuple_edge_78,5:53 4:54 1:53 1:54,4:23 0:24 0:23 7:24,false,false
127018,5,4,0,6,1,05_04 04_00 06_00 06_01,23 24 23 24,tuple_edge_919 tuple_edge_849 tuple_edge_787 tuple_edge_3433,5:53 4:54 6:53 6:54,4:23 0:24 0:23 1:24,false,false
127026,5,4,0,6,12,05_04 04_00 06_00 06_12,23 24 23 24,tuple_edge_919 tuple_edge_849 tuple_edge_787 tuple_edge_1474,5:53 4:54 6:53 6:24,4:23 0:24 0:23 12:24,false,false
127027,5,4,0,6,13,05_04 04_00 06_00 06_13,23 24 23 24,tuple_edge_919 tuple_edge_849 tuple_edge_787 tuple_edge_1475,5:53 4:54 6:53 6:24,4:23 0:24 0:23 13:24,false,false
127404,5,4,3,2,1,05_04 04_03 02_03 02_01,23 24 23 24,tuple_edge_919 tuple_edge_612 tuple_edge_415 tuple_edge_3432,5:53 4:24 2:53 2:54,4:23 3:24 3:23 1:24,false,false
127406,5,4,3,2,7,05_04 04_03 02_03 02_07,23 24 23 24,tuple_edge_919 tuple_edge_612 tuple_edge_415 tuple_edge_419,5:53 4:24 2:53 2:54,4:23 3:24 3:23 7:24,false,false
127407,5,4,3,2,8,05_04 04_03 02_03 02_08,23 24 23 24,tuple_edge_919 tuple_edge_612 tuple_edge_415 tuple_edge_420,5:53 4:24 2:53 2:54,4:23 3:24 3:23 8:24,false,false
127438,5,4,3,8,2,05_04 04_03 08_03 08_02,23 24 23 24,tuple_edge_919 tuple_edge_612 tuple_edge_610 tuple_edge_267,5:53 4:24 8:53 8:54,4:23 3:24 3:23 2:24,false,false
127445,5,4,3,8,13,05_04 04_03 08_03 08_13,23 24 23 24,tuple_edge_919 tuple_edge_612 tuple_edge_610 tuple_edge_2040,5:53 4:24 8:53 8:24,4:23 3:24 3:23 13:24,false,false
127446,5,4,3,8,14,05_04 04_03 08_03 08_14,23 24 23 24,tuple_edge_919 tuple_edge_612 tuple_edge_610 tuple_edge_2041,5:53 4:24 8:53 8:24,4:23 3:24 3:23 14:24,false,false
127454,5,4,3,9,11,05_04 04_03 09_03 09_11,23 24 23 24,tuple_edge_919 tuple_edge_612 tuple_edge_611 tuple_edge_2424,5:53 4:24 9:23 9:54,4:23 3:24 3:23 11:24,false,false
127455,5,4,3,9,12,05_04 04_03 09_03 09_12,23 24 23 24,tuple_edge_919 tuple_edge_612 tuple_edge_611 tuple_edge_2425,5:53 4:24 9:23 9:54,4:23 3:24 3:23 12:24,false,false
127944,5,4,9,3,2,05_04 04_09 03_09 03_02,23 24 23 24,tuple_edge_919 tuple_edge_922 tuple_edge_611 tuple_edge_265,5:53 4:24 3:23 3:54,4:23 9:24 9:23 2:24,false,false
127947,5,4,9,3,8,05_04 04_09 03_09 03_08,23 24 23 24,tuple_edge_919 tuple_edge_922 tuple_edge_611 tuple_edge_766,5:53 4:24 3:23 3:54,4:23 9:24 9:23 8:24,false,false
128002,5,4,9,11,7,05_04 04_09 11_09 11_07,23 24 23 24,tuple_edge_919 tuple_edge_922 tuple_edge_2306 tuple_edge_1761,5:53 4:24 11:53 11:24,4:23 9:24 9:23 7:24,false,false
128004,5,4,9,11,10,05_04 04_09 11_09 11_10,23 24 23 24,tuple_edge_919 tuple_edge_922 tuple_edge_2306 tuple_edge_2586,5:53 4:24 11:53 11:24,4:23 9:24 9:23 10:24,false,false
128005,5,4,9,11,12,05_04 04_09 11_09 11_12,23 24 23 24,tuple_edge_919 tuple_edge_922 tuple_edge_2306 tuple_edge_2945,5:53 4:24 11:53 11:54,4:23 9:24 9:23 12:24,false,false
128012,5,4,9,12,6,05_04 04_09 12_09 12_06,23 24 23 24,tuple_edge_919 tuple_edge_922 tuple_edge_2307 tuple_edge_1474,5:53 4:24 12:53 12:24,4:23 9:24 9:23 6:24,false,false
128016,5,4,9,12,11,05_04 04_09 12_09 12_11,23 24 23 24,tuple_edge_919 tuple_edge_922 tuple_edge_2307 tuple_edge_2844,5:53 4:24 12:53 12:54,4:23 9:24 9:23 11:24,false,false
128017,5,4,9,12,13,05_04 04_09 12_09 12_13,23 24 23 24,tuple_edge_919 tuple_edge_922 tuple_edge_2307 tuple_edge_3071,5:53 4:24 12:53 12:24,4:23 9:24 9:23 13:24,false,false
136368,5,10,7,1,0,05_10 10_07 01_07 01_00,23 24 23 24,tuple_edge_1202 tuple_edge_1760 tuple_edge_75 tuple_edge_848,5:23 10:24 1:53 1:54,10:23 7:24 7:23 0:24,false,false
136369,5,10,7,1,2,05_10 10_07 01_07 01_02,23 24 23 24,tuple_edge_1202 tuple_edge_1760 tuple_edge_75 tuple_edge_76,5:23 10:24 1:53 1:54,10:23 7:24 7:23 2:24,false,false
136372,5,10,7,1,6,05_10 10_07 01_07 01_06,23 24 23 24,tuple_edge_1202 tuple_edge_1760 tuple_edge_75 tuple_edge_77,5:23 10:24 1:53 1:54,10:23 7:24 7:23 6:24,false,false
136380,5,10,7,2,1,05_10 10_07 02_07 02_01,23 24 23 24,tuple_edge_1202 tuple_edge_1760 tuple_edge_416 tuple_edge_3432,5:23 10:24 2:53 2:54,10:23 7:24 7:23 1:24,false,false
136381,5,10,7,2,3,05_10 10_07 02_07 02_03,23 24 23 24,tuple_edge_1202 tuple_edge_1760 tuple_edge_416 tuple_edge_418,5:23 10:24 2:53 2:54,10:23 7:24 7:23 3:24,false,false
136384,5,10,7,2,8,05_10 10_07 02_07 02_08,23 24 23 24,tuple_edge_1202 tuple_edge_1760 tuple_edge_416 tuple_edge_420,5:23 10:24 2:53 2:54,10:23 7:24 7:23 8:24,false,false
136452,5,10,7,11,9,05_10 10_07 11_07 11_09,23 24 23 24,tuple_edge_1202 tuple_edge_1760 tuple_edge_1759 tuple_edge_2308,5:23 10:24 11:23 11:54,10:23 7:24 7:23 9:24,false,false
136453,5,10,7,11,12,05_10 10_07 11_07 11_12,23 24 23 24,tuple_edge_1202 tuple_edge_1760 tuple_edge_1759 tuple_edge_2945,5:23 10:24 11:23 11:54,10:23 7:24 7:23 12:24,false,false
136820,5,10,11,7,1,05_10 10_11 07_11 07_01,23 24 23 24,tuple_edge_1202 tuple_edge_2586 tuple_edge_1759 tuple_edge_3434,5:23 10:24 7:23 7:54,10:23 11:24 11:23 1:24,false,false
136821,5,10,11,7,2,05_10 10_11 07_11 07_02,23 24 23 24,tuple_edge_1202 tuple_edge_2586 tuple_edge_1759 tuple_edge_266,5:23 10:24 7:23 7:54,10:23 11:24 11:23 2:24,false,false
136844,5,10,11,9,3,05_10 10_11 09_11 09_03,23 24 23 24,tuple_edge_1202 tuple_edge_2586 tuple_edge_2422 tuple_edge_614,5:23 10:24 9:53 9:24,10:23 11:24 11:23 3:24,false,false
136845,5,10,11,9,4,05_10 10_11 09_11 09_04,23 24 23 24,tuple_edge_1202 tuple_edge_2586 tuple_edge_2422 tuple_edge_922,5:23 10:24 9:53 9:24,10:23 11:24 11:23 4:24,false,false
136849,5,10,11,9,12,05_10 10_11 09_11 09_12,23 24 23 24,tuple_edge_1202 tuple_edge_2586 tuple_edge_2422 tuple_edge_2425,5:23 10:24 9:53 9:54,10:23 11:24 11:23 12:24,false,false
136857,5,10,11,12,6,05_10 10_11 12_11 12_06,23 24 23 24,tuple_edge_1202 tuple_edge_2586 tuple_edge_2843 tuple_edge_1474,5:23 10:24 12:53 12:24,10:23 11:24 11:23 6:24,false,false
136860,5,10,11,12,9,05_10 10_11 12_11 12_09,23 24 23 24,tuple_edge_1202 tuple_edge_2586 tuple_edge_2843 tuple_edge_2309,5:23 10:24 12:53 12:54,10:23 11:24 11:23 9:24,false,false
136861,5,10,11,12,13,05_10 10_11 12_11 12_13,23 24 23 24,tuple_edge_1202 tuple_edge_2586 tuple_edge_2843 tuple_edge_3071,5:23 10:24 12:53 12:24,10:23 11:24 11:23 13:24,false,false
137228,5,10,14,8,2,05_10 10_14 08_14 08_02,23 24 23 24,tuple_edge_1202 tuple_edge_2587 tuple_edge_2039 tuple_edge_267,5:23 10:24 8:23 8:54,10:23 14:24 14:23 2:24,false,false
137229,5,10,14,8,3,05_10 10_14 08_14 08_03,23 24 23 24,tuple_edge_1202 tuple_edge_2587 tuple_edge_2039 tuple_edge_613,5:23 10:24 8:23 8:54,10:23 14:24 14:23 3:24,false,false
137236,5,10,14,8,13,05_10 10_14 08_14 08_13,23 24 23 24,tuple_edge_1202 tuple_edge_2587 tuple_edge_2039 tuple_edge_2040,5:23 10:24 8:23 8:24,10:23 14:24 14:23 13:24,false,false
137275,5,10,14,13,6,05_10 10_14 13_14 13_06,23 24 23 24,tuple_edge_1202 tuple_edge_2587 tuple_edge_3291 tuple_edge_1475,5:23 10:24 13:23 13:24,10:23 14:24 14:23 6:24,false,false
137277,5,10,14,13,8,05_10 10_14 13_14 13_08,23 24 23 24,tuple_edge_1202 tuple_edge_2587 tuple_edge_3291 tuple_edge_2040,5:23 10:24 13:23 13:24,10:23 14:24 14:23 8:24,false,false
137280,5,10,14,13,12,05_10 10_14 13_14 13_12,23 24 23 24,tuple_edge_1202 tuple_edge_2587 tuple_edge_3291 tuple_edge_3071,5:23 10:24 13:23 13:24,10:23 14:24 14:23 12:24,false,false
143376,5,14,8,2,1,05_14 14_08 02_08 02_01,23 24 23 24,tuple_edge_1203 tuple_edge_2041 tuple_edge_417 tuple_edge_3432,5:23 14:24 2:53 2:54,14:23 8:24 8:23 1:24,false,false
143377,5,14,8,2,3,05_14 14_08 02_08 02_03,23 24 23 24,tuple_edge_1203 tuple_edge_2041 tuple_edge_417 tuple_edge_418,5:23 14:24 2:53 2:54,14:23 8:24 8:23 3:24,false,false
143380,5,14,8,2,7,05_14 14_08 02_08 02_07,23 24 23 24,tuple_edge_1203 tuple_edge_2041 tuple_edge_417 tuple_edge_419,5:23 14:24 2:53 2:54,14:23 8:24 8:23 7:24,false,false
143388,5,14,8,3,2,05_14 14_08 03_08 03_02,23 24 23 24,tuple_edge_1203 tuple_edge_2041 tuple_edge_763 tuple_edge_265,5:23 14:24 3:53 3:54,14:23 8:24 8:23 2:24,false,false
143389,5,14,8,3,4,05_14 14_08 03_08 03_04,23 24 23 24,tuple_edge_1203 tuple_edge_2041 tuple_edge_763 tuple_edge_612,5:23 14:24 3:53 3:24,14:23 8:24 8:23 4:24,false,false
143392,5,14,8,3,9,05_14 14_08 03_08 03_09,23 24 23 24,tuple_edge_1203 tuple_edge_2041 tuple_edge_763 tuple_edge_614,5:23 14:24 3:53 3:24,14:23 8:24 8:23 9:24,false,false
143479,5,14,8,13,6,05_14 14_08 13_08 13_06,23 24 23 24,tuple_edge_1203 tuple_edge_2041 tuple_edge_2038 tuple_edge_1475,5:23 14:24 13:23 13:24,14:23 8:24 8:23 6:24,false,false
143484,5,14,8,13,12,05_14 14_08 13_08 13_12,23 24 23 24,tuple_edge_1203 tuple_edge_2041 tuple_edge_2038 tuple_edge_3071,5:23 14:24 13:23 13:24,14:23 8:24 8:23 12:24,false,false
143684,5,14,10,7,1,05_14 14_10 07_10 07_01,23 24 23 24,tuple_edge_1203 tuple_edge_2587 tuple_edge_1758 tuple_edge_3434,5:23 14:24 7:23 7:54,14:23 10:24 10:23 1:24,false,false
143685,5,14,10,7,2,05_14 14_10 07_10 07_02,23 24 23 24,tuple_edge_1203 tuple_edge_2587 tuple_edge_1758 tuple_edge_266,5:23 14:24 7:23 7:54,14:23 10:24 10:23 2:24,false,false
143691,5,14,10,7,11,05_14 14_10 07_10 07_11,23 24 23 24,tuple_edge_1203 tuple_edge_2587 tuple_edge_1758 tuple_edge_1761,5:23 14:24 7:23 7:24,14:23 10:24 10:23 11:24,false,false
143722,5,14,10,11,7,05_14 14_10 11_10 11_07,23 24 23 24,tuple_edge_1203 tuple_edge_2587 tuple_edge_2584 tuple_edge_1761,5:23 14:24 11:23 11:24,14:23 10:24 10:23 7:24,false,false
143724,5,14,10,11,9,05_14 14_10 11_10 11_09,23 24 23 24,tuple_edge_1203 tuple_edge_2587 tuple_edge_2584 tuple_edge_2308,5:23 14:24 11:23 11:54,14:23 10:24 10:23 9:24,false,false
143725,5,14,10,11,12,05_14 14_10 11_10 11_12,23 24 23 24,tuple_edge_1203 tuple_edge_2587 tuple_edge_2584 tuple_edge_2945,5:23 14:24 11:23 11:54,14:23 10:24 10:23 12:24,false,false
144068,5,14,13,6,0,05_14 14_13 06_13 06_00,23 24 23 24,tuple_edge_1203 tuple_edge_3292 tuple_edge_1473 tuple_edge_851,5:23 14:24 6:23 6:54,14:23 13:24 13:23 0:24,false,false
144069,5,14,13,6,1,05_14 14_13 06_13 06_01,23 24 23 24,tuple_edge_1203 tuple_edge_3292 tuple_edge_1473 tuple_edge_3433,5:23 14:24 6:23 6:54,14:23 13:24 13:23 1:24,false,false
144078,5,14,13,6,12,05_14 14_13 06_13 06_12,23 24 23 24,tuple_edge_1203 tuple_edge_3292 tuple_edge_1473 tuple_edge_1474,5:23 14:24 6:23 6:24,14:23 13:24 13:23 12:24,false,false
144092,5,14,13,8,2,05_14 14_13 08_13 08_02,23 24 23 24,tuple_edge_1203 tuple_edge_3292 tuple_edge_2038 tuple_edge_267,5:23 14:24 8:23 8:54,14:23 13:24 13:23 2:24,false,false
144093,5,14,13,8,3,05_14 14_13 08_13 08_03,23 24 23 24,tuple_edge_1203 tuple_edge_3292 tuple_edge_2038 tuple_edge_613,5:23 14:24 8:23 8:54,14:23 13:24 13:23 3:24,false,false
144139,5,14,13,12,6,05_14 14_13 12_13 12_06,23 24 23 24,tuple_edge_1203 tuple_edge_3292 tuple_edge_3070 tuple_edge_1474,5:23 14:24 12:23 12:24,14:23 13:24 13:23 6:24,false,false
144142,5,14,13,12,9,05_14 14_13 12_13 12_09,23 24 23 24,tuple_edge_1203 tuple_edge_3292 tuple_edge_3070 tuple_edge_2309,5:23 14:24 12:23 12:54,14:23 13:24 13:23 9:24,false,false
144144,5,14,13,12,11,05_14 14_13 12_13 12_11,23 24 23 24,tuple_edge_1203 tuple_edge_3292 tuple_edge_3070 tuple_edge_2844,5:23 14:24 12:23 12:54,14:23 13:24 13:23 11:24,false,false
144145,6,0,1,2,3,06_00 00_01 02_01 02_03,23 24 23 24,tuple_edge_787 tuple_edge_2239 tuple_edge_3388 tuple_edge_418,6:53 0:54 2:53 2:54,0:23 1:24 1:23 3:24,false,false
144148,6,0,1,2,7,06_00 00_01 02_01 02_07,23 24 23 24,tuple_edge_787 tuple_edge_2239 tuple_edge_3388 tuple_edge_419,6:53 0:54 2:53 2:54,0:23 1:24 1:23 7:24,false,false
144149,6,0,1,2,8,06_00 00_01 02_01 02_08,23 24 23 24,tuple_edge_787 tuple_edge_2239 tuple_edge_3388 tuple_edge_420,6:53 0:54 2:53 2:54,0:23 1:24 1:23 8:24,false,false
144189,6,0,1,7,2,06_00 00_01 07_01 07_02,23 24 23 24,tuple_edge_787 tuple_edge_2239 tuple_edge_3390 tuple_edge_266,6:53 0:54 7:53 7:54,0:23 1:24 1:23 2:24,false,false
144195,6,0,1,7,10,06_00 00_01 07_01 07_10,23 24 23 24,tuple_edge_787 tuple_edge_2239 tuple_edge_3390 tuple_edge_1760,6:53 0:54 7:53 7:24,0:23 1:24 1:23 10:24,false,false
144196,6,0,1,7,11,06_00 00_01 07_01 07_11,23 24 23 24,tuple_edge_787 tuple_edge_2239 tuple_edge_3390 tuple_edge_1761,6:53 0:54 7:53 7:24,0:23 1:24 1:23 11:24,false,false
144564,6,0,4,3,2,06_00 00_04 03_04 03_02,23 24 23 24,tuple_edge_787 tuple_edge_2236 tuple_edge_609 tuple_edge_265,6:53 0:54 3:23 3:54,0:23 4:24 4:23 2:24,false,false
144567,6,0,4,3,8,06_00 00_04 03_04 03_08,23 24 23 24,tuple_edge_787 tuple_edge_2236 tuple_edge_609 tuple_edge_766,6:53 0:54 3:23 3:54,0:23 4:24 4:23 8:24,false,false
144568,6,0,4,3,9,06_00 00_04 03_04 03_09,23 24 23 24,tuple_edge_787 tuple_edge_2236 tuple_edge_609 tuple_edge_614,6:53 0:54 3:23 3:24,0:23 4:24 4:23 9:24,false,false
144580,6,0,4,5,10,06_00 00_04 05_04 05_10,23 24 23 24,tuple_edge_787 tuple_edge_2236 tuple_edge_919 tuple_edge_1204,6:53 0:54 5:53 5:24,0:23 4:24 4:23 10:24,false,false
144584,6,0,4,5,14,06_00 00_04 05_04 05_14,23 24 23 24,tuple_edge_787 tuple_edge_2236 tuple_edge_919 tuple_edge_1205,6:53 0:54 5:53 5:24,0:23 4:24 4:23 14:24,false,false
144609,6,0,4,9,3,06_00 00_04 09_04 09_03,23 24 23 24,tuple_edge_787 tuple_edge_2236 tuple_edge_920 tuple_edge_614,6:53 0:54 9:23 9:24,0:23 4:24 4:23 3:24,false,false
144614,6,0,4,9,11,06_00 00_04 09_04 09_11,23 24 23 24,tuple_edge_787 tuple_edge_2236 tuple_edge_920 tuple_edge_2424,6:53 0:54 9:23 9:54,0:23 4:24 4:23 11:24,false,false
144615,6,0,4,9,12,06_00 00_04 09_04 09_12,23 24 23 24,tuple_edge_787 tuple_edge_2236 tuple_edge_920 tuple_edge_2425,6:53 0:54 9:23 9:54,0:23 4:24 4:23 12:24,false,false
144708,6,0,5,4,3,06_00 00_05 04_05 04_03,23 24 23 24,tuple_edge_787 tuple_edge_2237 tuple_edge_1039 tuple_edge_612,6:53 0:54 4:53 4:24,0:23 5:24 5:23 3:24,false,false
144711,6,0,5,4,9,06_00 00_05 04_05 04_09,23 24 23 24,tuple_edge_787 tuple_edge_2237 tuple_edge_1039 tuple_edge_922,6:53 0:54 4:53 4:24,0:23 5:24 5:23 9:24,false,false
144754,6,0,5,10,7,06_00 00_05 10_05 10_07,23 24 23 24,tuple_edge_787 tuple_edge_2237 tuple_edge_1202 tuple_edge_1760,6:53 0:54 10:23 10:24,0:23 5:24 5:23 7:24,false,false
144757,6,0,5,10,11,06_00 00_05 10_05 10_11,23 24 23 24,tuple_edge_787 tuple_edge_2237 tuple_edge_1202 tuple_edge_2586,6:53 0:54 10:23 10:24,0:23 5:24 5:23 11:24,false,false
144760,6,0,5,10,14,06_00 00_05 10_05 10_14,23 24 23 24,tuple_edge_787 tuple_edge_2237 tuple_edge_1202 tuple_edge_2587,6:53 0:54 10:23 10:24,0:23 5:24 5:23 14:24,false,false
144799,6,0,5,14,8,06_00 00_05 14_05 14_08,23 24 23 24,tuple_edge_787 tuple_edge_2237 tuple_edge_1203 tuple_edge_2041,6:53 0:54 14:23 14:24,0:23 5:24 5:23 8:24,false,false
144801,6,0,5,14,10,06_00 00_05 14_05 14_10,23 24 23 24,tuple_edge_787 tuple_edge_2237 tuple_edge_1203 tuple_edge_2587,6:53 0:54 14:23 14:24,0:23 5:24 5:23 10:24,false,false
144804,6,0,5,14,13,06_00 00_05 14_05 14_13,23 24 23 24,tuple_edge_787 tuple_edge_2237 tuple_edge_1203 tuple_edge_3292,6:53 0:54 14:23 14:24,0:23 5:24 5:23 13:24,false,false
145884,6,1,0,4,3,06_01 01_00 04_00 04_03,23 24 23 24,tuple_edge_3389 tuple_edge_848 tuple_edge_785 tuple_edge_612,6:53 1:54 4:53 4:24,1:23 0:24 0:23 3:24,false,false
145885,6,1,0,4,5,06_01 01_00 04_00 04_05,23 24 23 24,tuple_edge_3389 tuple_edge_848 tuple_edge_785 tuple_edge_1041,6:53 1:54 4:53 4:54,1:23 0:24 0:23 5:24,false,false
145888,6,1,0,4,9,06_01 01_00 04_00 04_09,23 24 23 24,tuple_edge_3389 tuple_edge_848 tuple_edge_785 tuple_edge_922,6:53 1:54 4:53 4:24,1:23 0:24 0:23 9:24,false,false
